step,customer,age,gender,merchant,category,amount,fraud
15,C698318224,2,F,M348934600,es_transportation,39.32,0
167,C1304286493,1,M,M1823072687,es_transportation,9.81,0
99,C1433132752,3,M,M1946091778,es_wellnessandbeauty,1.3,0
166,C910454738,4,F,M980657600,es_sportsandtoys,428.5,1
111,C1565058518,3,M,M1823072687,es_transportation,38.95,0
61,C615155713,6,F,M348934600,es_transportation,4.34,0
124,C447736219,4,M,M348934600,es_transportation,3.0,0
83,C881073190,2,F,M1823072687,es_transportation,2.71,0
84,C1073155388,2,M,M1823072687,es_transportation,10.98,0
123,C1700873233,3,F,M1823072687,es_transportation,28.74,0
60,C212188289,4,M,M855959430,es_hyper,32.41,0
68,C190521845,3,M,M1053599405,es_health,42.51,0
76,C819690995,5,F,M209847108,es_wellnessandbeauty,43.37,0
10,C448612141,3,M,M855959430,es_hyper,49.61,0
71,C909525375,2,M,M1823072687,es_transportation,55.99,0
121,C1520919939,4,M,M1823072687,es_transportation,30.36,0
72,C2110532720,3,F,M348934600,es_transportation,17.45,0
86,C189483600,2,M,M348934600,es_transportation,62.08,0
175,C819978438,5,F,M1823072687,es_transportation,49.09,0
170,C966984015,4,M,M85975013,es_food,8.67,0
94,C1591441443,6,M,M1823072687,es_transportation,29.02,0
51,C1750835738,5,F,M348934600,es_transportation,29.56,0
162,C1934785516,2,F,M1823072687,es_transportation,43.23,0
75,C1460082550,6,F,M1823072687,es_transportation,5.67,0
63,C456338836,5,F,M1946091778,es_wellnessandbeauty,10.25,0
138,C1093060677,2,M,M1823072687,es_transportation,26.58,0
9,C1701618194,2,F,M1823072687,es_transportation,5.33,0
168,C1334695551,2,F,M348934600,es_transportation,67.15,0
79,C1450354557,3,F,M1823072687,es_transportation,0.41,0
156,C2059136665,2,M,M1823072687,es_transportation,45.7,0
1,C359668643,2,M,M348934600,es_transportation,14.38,0
8,C1189224644,2,M,M1823072687,es_transportation,31.39,0
20,C839839520,2,F,M348934600,es_transportation,67.74,0
121,C1668825144,6,F,M1053599405,es_health,11.43,0
50,C1075692577,3,M,M348934600,es_transportation,15.8,0
92,C880625364,2,M,M1823072687,es_transportation,48.88,0
58,C1459624061,4,F,M1823072687,es_transportation,21.89,0
90,C23049140,5,F,M1649169323,es_sportsandtoys,138.58,0
16,C1950237952,4,F,M348934600,es_transportation,36.1,0
140,C394469483,3,M,M1823072687,es_transportation,52.4,0
103,C429242189,1,F,M348934600,es_transportation,22.41,0
138,C1317710133,3,M,M1823072687,es_transportation,8.9,0
108,C1792734476,1,F,M1823072687,es_transportation,33.15,0
34,C1807259356,3,F,M348934600,es_transportation,38.12,0
72,C1266329800,4,F,M348934600,es_transportation,5.23,0
87,C859628493,3,F,M348934600,es_transportation,5.22,0
42,C821630606,1,F,M85975013,es_food,108.27,0
94,C186516178,3,F,M348934600,es_transportation,48.16,0
99,C1784864427,5,M,M1823072687,es_transportation,5.61,0
150,C22920054,3,M,M1823072687,es_transportation,18.91,0
126,C1483007108,1,F,M1823072687,es_transportation,29.69,0
44,C1514271157,2,M,M1823072687,es_transportation,27.35,0
32,C437836513,2,M,M1823072687,es_transportation,33.46,0
68,C1701338775,5,F,M1823072687,es_transportation,0.84,0
64,C1175684338,2,M,M1823072687,es_transportation,48.85,0
55,C50049566,2,F,M348934600,es_transportation,65.86,0
115,C1853381059,4,M,M348934600,es_transportation,3.9,0
31,C106397937,5,M,M348934600,es_transportation,18.01,0
138,C764950264,4,F,M348934600,es_transportation,33.95,0
76,C1283110336,1,M,M1053599405,es_health,42.86,0
170,C1944210063,3,M,M1823072687,es_transportation,2.12,0
98,C1784755412,3,F,M1823072687,es_transportation,39.85,0
178,C1557689947,1,F,M1823072687,es_transportation,3.44,0
71,C1793075309,5,M,M1823072687,es_transportation,33.12,0
72,C1508025585,5,F,M1823072687,es_transportation,15.54,0
105,C574289698,3,M,M1823072687,es_transportation,14.91,0
94,C1779394537,4,F,M1823072687,es_transportation,17.93,0
20,C1038996959,2,M,M348934600,es_transportation,26.71,0
45,C1425441042,2,M,M348934600,es_transportation,14.15,0
143,C1415453492,2,F,M1823072687,es_transportation,27.12,0
75,C1233811793,3,M,M3697346,es_leisure,243.28,1
88,C350348759,2,F,M1823072687,es_transportation,20.29,0
102,C1642689499,2,F,M1823072687,es_transportation,9.06,0
173,C2066736149,6,M,M1823072687,es_transportation,14.93,0
29,C2119675022,6,F,M348934600,es_transportation,23.17,0
167,C1480064437,2,F,M348934600,es_transportation,16.9,0
100,C1804573810,2,F,M1823072687,es_transportation,18.88,0
139,C2100371435,2,F,M1946091778,es_wellnessandbeauty,33.65,0
34,C1078619612,6,F,M348934600,es_transportation,3.1,0
134,C1898673978,5,M,M1823072687,es_transportation,25.96,0
106,C625569664,4,F,M85975013,es_food,50.49,0
83,C120279480,3,F,M1823072687,es_transportation,52.12,0
0,C1564260047,3,F,M348934600,es_transportation,25.87,0
138,C9169170,3,M,M348934600,es_transportation,2.27,0
97,C1648082819,3,M,M1823072687,es_transportation,13.13,0
103,C1475799889,3,F,M348934600,es_transportation,21.1,0
120,C1342118588,3,F,M348934600,es_transportation,61.44,0
73,C337291476,5,M,M1823072687,es_transportation,14.22,0
160,C1160118068,2,M,M1823072687,es_transportation,30.68,0
155,C1656381290,1,F,M1823072687,es_transportation,19.78,0
43,C1004109477,5,F,M1823072687,es_transportation,2.43,0
114,C875898611,3,F,M348934600,es_transportation,5.13,0
122,C1491844959,1,F,M1823072687,es_transportation,10.21,0
162,C902837455,3,M,M1823072687,es_transportation,31.26,0
131,C513710252,6,M,M1823072687,es_transportation,18.51,0
71,C1017941602,5,M,M1823072687,es_transportation,39.22,0
98,C1186953291,4,M,M1823072687,es_transportation,33.51,0
128,C1656946498,2,F,M1823072687,es_transportation,41.62,0
82,C1497895052,2,M,M1823072687,es_transportation,0.69,0
156,C1256908044,3,F,M85975013,es_food,33.22,0
115,C75208519,2,M,M1872033263,es_home,39.18,0
177,C1783206868,5,F,M1823072687,es_transportation,4.69,0
123,C917831365,5,F,M348934600,es_transportation,16.66,0
63,C1180570487,6,F,M348934600,es_transportation,12.17,0
130,C362654279,2,F,M1823072687,es_transportation,32.54,0
73,C1007790716,2,M,M1823072687,es_transportation,2.48,0
12,C1857873865,2,F,M348934600,es_transportation,11.1,0
42,C1056476734,2,M,M348934600,es_transportation,35.76,0
65,C447271561,3,M,M1823072687,es_transportation,54.46,0
2,C1153569753,4,F,M348934600,es_transportation,63.88,0
38,C1497135910,2,M,M348934600,es_transportation,44.33,0
67,C73726310,1,F,M348934600,es_transportation,29.35,0
174,C173276320,2,F,M348934600,es_transportation,25.62,0
113,C188367998,3,F,M1823072687,es_transportation,27.89,0
101,C1148364854,5,F,M1823072687,es_transportation,25.07,0
84,C1439299369,3,M,M1823072687,es_transportation,72.77,0
26,C1512353179,3,F,M85975013,es_food,21.47,0
81,C230488939,3,M,M348934600,es_transportation,37.89,0
73,C1680004438,2,F,M348934600,es_transportation,20.53,0
9,C1004300450,4,M,M348934600,es_transportation,3.08,0
118,C190128751,2,F,M348934600,es_transportation,15.16,0
81,C819978438,5,F,M348934600,es_transportation,13.32,0
165,C855112247,5,M,M1823072687,es_transportation,10.57,0
73,C1780824451,5,M,M1888755466,es_otherservices,123.21,0
34,C1421006824,2,F,M1823072687,es_transportation,24.89,0
19,C1370556911,1,M,M348934600,es_transportation,2.46,0
135,C836424975,3,M,M348934600,es_transportation,24.92,0
136,C620551378,2,F,M348934600,es_transportation,65.32,0
176,C346693029,4,F,M85975013,es_food,47.61,0
109,C1767072624,2,F,M1823072687,es_transportation,45.33,0
104,C354971512,6,F,M348934600,es_transportation,9.41,0
80,C477542874,2,F,M1053599405,es_health,141.18,0
175,C2031701237,4,M,M348934600,es_transportation,40.1,0
151,C2143703121,5,F,M1823072687,es_transportation,33.88,0
66,C572958608,2,M,M1823072687,es_transportation,43.92,0
24,C2145448250,5,F,M348934600,es_transportation,16.87,0
1,C1377339988,2,M,M348934600,es_transportation,24.97,0
108,C902837455,3,M,M1823072687,es_transportation,51.06,0
46,C208889378,4,M,M1823072687,es_transportation,3.31,0
147,C1705346216,3,M,M348934600,es_transportation,61.03,0
54,C2016264883,1,M,M85975013,es_food,31.24,0
34,C2012683959,2,F,M1823072687,es_transportation,33.38,0
134,C531724764,4,F,M1823072687,es_transportation,2.5,0
8,C1174416804,4,F,M1823072687,es_transportation,25.77,0
148,C333991833,2,M,M1823072687,es_transportation,18.9,0
138,C1609197353,1,F,M1823072687,es_transportation,41.38,0
102,C449262890,2,M,M1823072687,es_transportation,83.44,0
120,C1656440641,2,M,M1823072687,es_transportation,61.06,0
95,C1760524265,2,F,M1823072687,es_transportation,3.16,0
121,C928090253,3,M,M732195782,es_travel,2433.43,1
168,C1814746822,1,M,M1823072687,es_transportation,46.92,0
118,C287533643,3,M,M348934600,es_transportation,27.77,0
161,C1871220408,2,M,M855959430,es_hyper,0.64,0
127,C1818893825,3,M,M1823072687,es_transportation,18.89,0
78,C1331123896,2,M,M348934600,es_transportation,39.01,0
36,C1314174420,2,M,M2122776122,es_home,70.11,0
111,C47652503,5,F,M1823072687,es_transportation,14.14,0
105,C1037161656,2,F,M348934600,es_transportation,39.98,0
118,C357634845,3,M,M1823072687,es_transportation,20.45,0
136,C74457300,1,F,M1823072687,es_transportation,12.25,0
69,C1440811710,5,M,M1823072687,es_transportation,42.31,0
160,C1803182614,2,M,M209847108,es_wellnessandbeauty,218.09,1
61,C793890087,2,F,M348934600,es_transportation,46.47,0
105,C2052617893,5,F,M348934600,es_transportation,7.31,0
161,C2125297333,2,F,M1946091778,es_wellnessandbeauty,21.72,0
169,C1225533078,2,F,M1913465890,es_health,253.53,0
9,C1557448880,4,M,M348934600,es_transportation,35.32,0
47,C419087520,2,M,M209847108,es_wellnessandbeauty,48.86,0
171,C448612141,3,M,M1823072687,es_transportation,19.21,0
166,C1453275851,3,F,M348934600,es_transportation,35.76,0
40,C1100337763,2,F,M1823072687,es_transportation,12.29,0
86,C353985741,2,M,M348934600,es_transportation,7.92,0
35,C1258953485,4,F,M348934600,es_transportation,14.64,0
131,C1555447628,2,F,M1823072687,es_transportation,38.56,0
86,C1014847580,4,M,M1823072687,es_transportation,29.47,0
147,C1960866892,2,M,M1823072687,es_transportation,24.22,0
98,C652001804,2,M,M348934600,es_transportation,38.19,0
140,C882083718,3,M,M1823072687,es_transportation,8.78,0
15,C1932334304,5,F,M1823072687,es_transportation,43.77,0
89,C1971736578,5,F,M348934600,es_transportation,10.24,0
147,C1656381290,1,F,M1823072687,es_transportation,55.34,0
121,C33256704,4,F,M348934600,es_transportation,6.92,0
36,C1004300450,4,M,M348934600,es_transportation,32.09,0
114,C1702404555,3,M,M1823072687,es_transportation,0.72,0
162,C1089848865,3,F,M1053599405,es_health,108.14,0
144,C1292770722,4,F,M1823072687,es_transportation,0.74,0
56,C186769596,2,F,M1823072687,es_transportation,8.35,0
75,C459595150,3,M,M1823072687,es_transportation,4.9,0
89,C607062277,3,M,M348934600,es_transportation,4.13,0
123,C639699427,3,M,M348934600,es_transportation,61.25,0
178,C1249817283,2,M,M1823072687,es_transportation,84.01,0
151,C1225533078,2,F,M1823072687,es_transportation,22.28,0
48,C1940215857,5,M,M1823072687,es_transportation,32.48,0
87,C759167881,2,F,M1823072687,es_transportation,36.48,0
69,C255691679,2,F,M348934600,es_transportation,10.37,0
139,C1718318682,1,F,M1946091778,es_wellnessandbeauty,28.78,0
163,C1996918734,2,M,M1823072687,es_transportation,35.82,0
146,C1141524074,3,M,M1823072687,es_transportation,18.25,0
124,C869954068,3,F,M1823072687,es_transportation,24.49,0
70,C1838681949,3,M,M348934600,es_transportation,4.91,0
168,C2145933360,5,F,M1823072687,es_transportation,33.77,0
59,C537423962,3,F,M348934600,es_transportation,43.27,0
21,C1783773775,2,M,M348934600,es_transportation,0.89,0
129,C529033504,2,M,M348934600,es_transportation,9.7,0
36,C1844993068,2,M,M348934600,es_transportation,38.55,0
32,C621230638,4,M,M348934600,es_transportation,38.83,0
55,C2049382420,3,M,M1823072687,es_transportation,34.53,0
113,C1715338428,2,M,M348934600,es_transportation,21.79,0
109,C312072263,4,F,M348934600,es_transportation,26.57,0
118,C1530157952,2,F,M348934600,es_transportation,18.78,0
43,C1051682954,2,F,M348934600,es_transportation,18.64,0
110,C1921196241,3,M,M348934600,es_transportation,60.07,0
72,C1987405562,5,F,M348934600,es_transportation,12.83,0
142,C1577880868,2,F,M1823072687,es_transportation,34.22,0
126,C98687952,6,F,M1823072687,es_transportation,3.01,0
108,C371517012,2,M,M1198415165,es_wellnessandbeauty,9.44,0
64,C78938440,3,M,M1823072687,es_transportation,43.48,0
96,C1238185596,5,M,M1823072687,es_transportation,39.85,0
136,C1966686053,4,F,M1823072687,es_transportation,17.04,0
71,C295094185,2,M,M348934600,es_transportation,5.98,0
96,C835284421,2,F,M348934600,es_transportation,44.35,0
75,C490238464,3,M,M1823072687,es_transportation,32.64,0
106,C1711634686,3,F,M1823072687,es_transportation,68.29,0
97,C1653588482,2,F,M17379832,es_sportsandtoys,118.62,1
82,C1213002113,1,F,M1823072687,es_transportation,38.35,0
107,C587299231,2,F,M480139044,es_health,752.57,1
108,C639532055,4,F,M348934600,es_transportation,43.09,0
72,C1457388461,2,F,M348934600,es_transportation,27.33,0
151,C123623130,2,F,M348934600,es_transportation,22.2,0
11,C302774270,2,F,M348934600,es_transportation,28.07,0
80,C168310052,2,M,M85975013,es_food,18.56,0
135,C594146637,2,M,M1823072687,es_transportation,19.75,0
81,C1952109278,1,M,M1823072687,es_transportation,17.88,0
91,C47652503,5,F,M1823072687,es_transportation,19.05,0
32,C1991822900,3,F,M85975013,es_food,95.49,0
15,C809708190,1,F,M348934600,es_transportation,2.73,0
24,C13098029,5,F,M1823072687,es_transportation,9.55,0
134,C1085689043,2,M,M1823072687,es_transportation,32.95,0
106,C1188590334,6,F,M209847108,es_wellnessandbeauty,62.95,0
56,C312053639,3,M,M1823072687,es_transportation,14.16,0
97,C1750362802,5,M,M1823072687,es_transportation,0.13,0
26,C1814870538,3,M,M1823072687,es_transportation,55.68,0
162,C1744581762,3,F,M1823072687,es_transportation,19.57,0
117,C67418210,3,M,M1823072687,es_transportation,22.34,0
51,C1763624260,6,F,M1053599405,es_health,28.63,0
120,C2005671734,2,F,M1823072687,es_transportation,59.39,0
167,C1282628311,2,F,M1823072687,es_transportation,51.26,0
130,C1489078579,1,M,M1823072687,es_transportation,19.66,0
125,C2055186059,3,F,M1823072687,es_transportation,21.93,0
51,C1256073744,3,M,M1823072687,es_transportation,14.21,0
114,C1214964999,5,F,M1823072687,es_transportation,25.44,0
88,C2018553540,4,F,M348934600,es_transportation,2.36,0
130,C1491288577,1,M,M1823072687,es_transportation,19.31,0
164,C911582672,3,M,M1823072687,es_transportation,28.81,0
66,C203802515,1,F,M348934600,es_transportation,11.16,0
50,C1718279923,5,F,M1823072687,es_transportation,41.36,0
43,C1325422547,2,F,M348934600,es_transportation,25.37,0
29,C1420603517,3,M,M855959430,es_hyper,14.63,0
8,C707326919,2,M,M1823072687,es_transportation,45.95,0
95,C1340398290,4,M,M1823072687,es_transportation,32.92,0
124,C673469784,3,F,M1823072687,es_transportation,3.76,0
16,C1425441042,2,M,M348934600,es_transportation,16.82,0
0,C103240070,2,F,M348934600,es_transportation,17.3,0
40,C257361511,4,M,M1823072687,es_transportation,13.12,0
119,C205797331,4,F,M348934600,es_transportation,52.96,0
119,C1196357413,3,F,M348934600,es_transportation,3.3,0
137,C915430510,2,F,M855959430,es_hyper,65.47,1
52,C1881279773,4,F,M1823072687,es_transportation,63.43,0
107,C722399783,4,M,M85975013,es_food,5.96,0
171,C808977147,2,M,M1823072687,es_transportation,47.51,0
23,C297745197,4,F,M348934600,es_transportation,29.94,0
85,C1158029630,4,M,M1823072687,es_transportation,23.32,0
56,C616528518,4,F,M348934600,es_transportation,9.56,0
49,C1767734624,3,F,M1823072687,es_transportation,26.56,0
18,C445432762,4,F,M348934600,es_transportation,1.71,0
117,C1403689550,2,F,M348934600,es_transportation,11.23,0
33,C2129810887,4,F,M348934600,es_transportation,31.98,0
93,C56859969,6,F,M348934600,es_transportation,9.03,0
142,C936435497,4,M,M1913465890,es_health,82.85,0
41,C2012683959,2,F,M1823072687,es_transportation,38.24,0
22,C1621026927,3,F,M1823072687,es_transportation,7.83,0
121,C272752096,3,F,M349281107,es_fashion,65.58,0
78,C352968107,2,M,M348934600,es_transportation,38.43,0
169,C886993530,3,M,M85975013,es_food,56.96,0
107,C1039035065,5,F,M1823072687,es_transportation,26.29,0
174,C1775611696,1,F,M1823072687,es_transportation,1.98,0
81,C1317710133,3,M,M85975013,es_food,22.51,0
22,C546386486,3,F,M348934600,es_transportation,74.39,0
114,C1645276019,2,M,M1823072687,es_transportation,6.17,0
136,C717345438,3,M,M348934600,es_transportation,14.1,0
126,C20027851,1,F,M1823072687,es_transportation,35.61,0
45,C855082400,2,M,M348934600,es_transportation,26.21,0
146,C1952580233,4,F,M1823072687,es_transportation,3.98,0
124,C606355103,4,F,M1823072687,es_transportation,2.72,0
35,C154191546,2,M,M1823072687,es_transportation,41.27,0
144,C1698085181,2,M,M1823072687,es_transportation,6.64,0
32,C1538971214,2,F,M348934600,es_transportation,10.08,0
146,C183270065,0,F,M1823072687,es_transportation,59.28,0
24,C24691837,2,F,M1823072687,es_transportation,12.22,0
141,C429242189,1,F,M1823072687,es_transportation,14.35,0
170,C1457264318,3,F,M1823072687,es_transportation,2.37,0
105,C1259046770,4,F,M1823072687,es_transportation,23.97,0
132,C189036899,0,F,M480139044,es_health,844.13,1
45,C940412764,2,M,M1535107174,es_wellnessandbeauty,62.94,0
87,C1166355595,4,F,M1823072687,es_transportation,29.66,0
93,C1287167517,2,F,M1823072687,es_transportation,26.98,0
114,C1809615650,4,M,M348934600,es_transportation,13.4,0
97,C751786199,6,M,M348934600,es_transportation,2.11,0
4,C2110878299,3,F,M348934600,es_transportation,31.48,0
51,C1187979419,2,F,M348934600,es_transportation,47.36,0
10,C130295904,3,F,M348934600,es_transportation,12.13,0
101,C1303555047,3,M,M1823072687,es_transportation,2.26,0
126,C183270065,0,F,M348934600,es_transportation,20.48,0
84,C1597977404,2,F,M348934600,es_transportation,34.66,0
38,C1648096390,5,M,M1946091778,es_wellnessandbeauty,142.97,0
88,C519449235,2,F,M1823072687,es_transportation,8.18,0
90,C203802515,1,F,M1823072687,es_transportation,5.97,0
115,C1734879586,1,F,M1823072687,es_transportation,34.48,0
171,C1953872129,2,M,M1823072687,es_transportation,5.0,0
117,C1813956515,1,M,M348934600,es_transportation,54.09,0
178,C471166875,1,M,M1823072687,es_transportation,31.41,0
131,C187473376,2,F,M840466850,es_tech,1030.06,1
71,C417912401,3,F,M1823072687,es_transportation,33.39,0
126,C1240746302,6,M,M1823072687,es_transportation,63.62,0
4,C1259046770,4,F,M348934600,es_transportation,20.95,0
161,C1812702959,3,F,M348934600,es_transportation,5.51,0
49,C1480799932,6,M,M348934600,es_transportation,24.56,0
66,C371570992,6,M,M1823072687,es_transportation,23.81,0
101,C1957046981,5,F,M1823072687,es_transportation,48.14,0
94,C1569014356,2,M,M85975013,es_food,8.39,0
125,C2132111174,3,F,M1823072687,es_transportation,8.04,0
160,C632176173,2,M,M1823072687,es_transportation,1.7,0
72,C2029028090,4,M,M1823072687,es_transportation,6.32,0
37,C1082769360,4,M,M348934600,es_transportation,43.52,0
126,C1935421495,1,F,M348934600,es_transportation,37.88,0
67,C1374011975,2,M,M85975013,es_food,77.96,0
157,C713872230,2,M,M1823072687,es_transportation,2.67,0
99,C1283110336,1,M,M348934600,es_transportation,5.23,0
83,C576453501,4,M,M1823072687,es_transportation,25.15,0
54,C725705195,1,F,M348934600,es_transportation,31.95,0
33,C252172114,2,M,M85975013,es_food,7.07,0
113,C1558803570,3,F,M1823072687,es_transportation,8.2,0
158,C1768220463,4,M,M85975013,es_food,1.03,0
90,C1086957388,3,M,M1823072687,es_transportation,48.92,0
35,C1668825144,6,F,M348934600,es_transportation,5.52,0
76,C191366309,2,F,M348934600,es_transportation,9.69,0
6,C1189231170,3,M,M348934600,es_transportation,21.04,0
27,C146494822,4,F,M348934600,es_transportation,27.04,0
103,C944695695,2,F,M348934600,es_transportation,27.71,0
59,C1562537029,5,F,M348934600,es_transportation,3.37,0
112,C1491844959,1,F,M1823072687,es_transportation,65.77,0
91,C1921196241,3,M,M151143676,es_barsandrestaurants,41.96,0
65,C751786199,6,M,M1823072687,es_transportation,29.05,0
166,C1355090926,3,F,M1823072687,es_transportation,54.53,0
156,C311783581,3,M,M1823072687,es_transportation,9.56,0
17,C1060018471,4,F,M1823072687,es_transportation,51.34,0
128,C179648560,4,F,M348934600,es_transportation,52.92,0
63,C1517749848,2,F,M85975013,es_food,28.38,0
53,C526635102,2,M,M1872033263,es_home,111.39,0
90,C1186953291,4,M,M1823072687,es_transportation,56.27,0
175,C1975392482,2,F,M1823072687,es_transportation,7.37,0
36,C1790520611,3,F,M348934600,es_transportation,22.83,0
73,C1452053500,3,F,M1823072687,es_transportation,43.3,0
33,C1689083890,2,F,M1823072687,es_transportation,39.09,0
52,C407219337,3,M,M1946091778,es_wellnessandbeauty,28.57,0
19,C518028573,2,M,M85975013,es_food,68.04,0
158,C1151600429,2,M,M348934600,es_transportation,40.56,0
121,C1047374909,6,F,M1823072687,es_transportation,7.47,0
152,C1740004679,3,F,M1823072687,es_transportation,40.0,0
105,C784613823,5,F,M1823072687,es_transportation,17.53,0
104,C478820701,3,M,M348934600,es_transportation,21.61,0
176,C1731138845,2,F,M348934600,es_transportation,16.33,0
109,C1050807234,6,F,M348934600,es_transportation,32.84,0
119,C1743327214,2,M,M85975013,es_food,56.05,0
114,C23582994,2,F,M348934600,es_transportation,9.14,0
53,C1882101149,4,M,M1823072687,es_transportation,70.71,0
33,C1141524074,3,M,M1913465890,es_health,169.84,0
49,C1872803698,3,F,M1823072687,es_transportation,32.12,0
65,C484067548,5,M,M1198415165,es_wellnessandbeauty,75.56,0
154,C1533664211,2,F,M1823072687,es_transportation,14.9,0
82,C1520545421,1,M,M1823072687,es_transportation,17.28,0
52,C620551378,2,F,M151143676,es_barsandrestaurants,54.47,0
108,C295094185,2,M,M348934600,es_transportation,48.44,0
155,C1703648667,2,F,M1823072687,es_transportation,1.92,0
32,C1546864044,1,M,M348934600,es_transportation,16.71,0
62,C1105086283,1,F,M85975013,es_food,6.23,0
66,C1914083426,2,M,M348934600,es_transportation,18.26,0
98,C146494822,4,F,M85975013,es_food,42.46,0
14,C706685788,1,F,M348934600,es_transportation,20.27,0
117,C1648082819,3,M,M1823072687,es_transportation,16.68,0
76,C1033416330,3,M,M348934600,es_transportation,13.45,0
86,C91915601,4,M,M1823072687,es_transportation,22.17,0
108,C987677028,3,M,M348934600,es_transportation,3.54,0
164,C823379702,5,M,M1823072687,es_transportation,21.55,0
176,C856318696,2,F,M348934600,es_transportation,1.29,0
165,C546927133,3,M,M1823072687,es_transportation,26.63,0
99,C778323844,2,F,M1053599405,es_health,155.13,0
161,C816519533,1,F,M1823072687,es_transportation,18.18,0
4,C1304621872,2,F,M348934600,es_transportation,35.09,0
124,C1779394537,4,F,M1823072687,es_transportation,25.28,0
135,C309334921,2,F,M1823072687,es_transportation,38.18,0
62,C970603000,5,M,M348934600,es_transportation,23.71,0
81,C111217068,1,F,M348934600,es_transportation,7.48,0
136,C226946948,3,M,M348934600,es_transportation,25.18,0
137,C99594781,2,F,M1823072687,es_transportation,30.86,0
29,C1684213034,4,M,M348934600,es_transportation,38.46,0
161,C1394428191,1,F,M1823072687,es_transportation,35.2,0
164,C299068475,5,F,M1823072687,es_transportation,3.03,0
134,C1568308501,3,M,M1823072687,es_transportation,0.21,0
115,C783259685,3,M,M1823072687,es_transportation,34.83,0
102,C1564260047,3,F,M1823072687,es_transportation,20.54,0
5,C433355159,4,F,M348934600,es_transportation,28.74,0
72,C1731249040,1,F,M1823072687,es_transportation,38.07,0
110,C644344959,5,M,M1823072687,es_transportation,19.08,0
87,C1865204568,5,M,M349281107,es_fashion,114.41,0
173,C377075708,2,M,M85975013,es_food,59.71,0
138,C1000148617,5,M,M348934600,es_transportation,8.2,0
125,C1541237057,2,F,M1823072687,es_transportation,11.55,0
89,C1338572942,2,F,M1198415165,es_wellnessandbeauty,5.73,0
124,C203802515,1,F,M1823072687,es_transportation,15.05,0
97,C234264885,3,F,M1823072687,es_transportation,19.99,0
177,C332239974,5,M,M1823072687,es_transportation,42.77,0
25,C530747890,4,F,M1823072687,es_transportation,50.65,0
148,C1575272013,3,F,M1823072687,es_transportation,45.07,0
93,C1156188729,2,F,M1823072687,es_transportation,32.18,0
74,C143836998,5,F,M348934600,es_transportation,24.24,0
139,C1475799889,3,F,M1823072687,es_transportation,11.81,0
37,C978637475,2,F,M1823072687,es_transportation,34.31,0
152,C718589253,1,M,M348934600,es_transportation,13.91,0
45,C1267749701,2,F,M1823072687,es_transportation,28.55,0
151,C1196149230,3,F,M1823072687,es_transportation,34.29,0
149,C734397713,2,M,M348934600,es_transportation,33.66,0
71,C497088099,2,M,M85975013,es_food,49.8,0
49,C656075868,1,F,M1823072687,es_transportation,0.45,0
61,C1936855292,3,F,M348934600,es_transportation,8.75,0
114,C1453917071,5,F,M85975013,es_food,4.21,0
106,C166353588,2,F,M348934600,es_transportation,14.89,0
78,C719598710,5,F,M692898500,es_health,108.12,0
94,C1320066686,2,F,M1823072687,es_transportation,33.06,0
105,C841747618,3,M,M855959430,es_hyper,9.38,0
145,C1750362802,5,M,M1823072687,es_transportation,41.47,0
57,C1702053445,4,F,M1053599405,es_health,159.55,0
97,C1303555047,3,M,M1823072687,es_transportation,13.4,0
170,C1397554341,3,M,M1823072687,es_transportation,23.38,0
42,C742560751,2,F,M348934600,es_transportation,35.78,0
166,C757234945,3,F,M1823072687,es_transportation,56.79,0
168,C207575907,6,M,M1823072687,es_transportation,41.24,0
127,C1666444221,3,M,M1872033263,es_home,58.18,0
37,C306854291,4,F,M1823072687,es_transportation,42.02,0
123,C1869757503,5,F,M1823072687,es_transportation,29.43,0
108,C1258454385,5,M,M1823072687,es_transportation,13.66,0
162,C588841669,2,F,M348934600,es_transportation,32.06,0
177,C1232725180,3,F,M348934600,es_transportation,5.92,0
109,C1881279773,4,F,M1823072687,es_transportation,19.49,0
122,C2028528769,5,M,M480139044,es_health,392.38,1
54,C826715503,5,M,M348934600,es_transportation,16.8,0
71,C1928005021,1,F,M348934600,es_transportation,49.34,0
77,C369405043,4,M,M1823072687,es_transportation,37.51,0
81,C753013685,2,M,M348934600,es_transportation,7.87,0
139,C187965576,1,M,M348934600,es_transportation,16.28,0
1,C307655955,2,F,M348934600,es_transportation,29.1,0
74,C1735092211,3,F,M348934600,es_transportation,61.7,0
156,C2136169439,5,M,M1823072687,es_transportation,6.23,0
33,C2131498052,5,M,M348934600,es_transportation,6.51,0
23,C402758720,3,F,M348934600,es_transportation,42.69,0
169,C965421722,1,F,M85975013,es_food,36.5,0
177,C1397554341,3,M,M1823072687,es_transportation,2.92,0
170,C437836513,2,M,M1913465890,es_health,81.88,0
120,C521595859,2,F,M50039827,es_health,163.27,0
129,C2096265838,3,M,M1823072687,es_transportation,8.66,0
135,C354098761,2,F,M1823072687,es_transportation,18.25,0
116,C1474786056,2,M,M1823072687,es_transportation,26.58,0
45,C644541754,5,F,M923029380,es_home,417.81,1
12,C800272493,2,F,M348934600,es_transportation,48.33,0
102,C131200254,2,F,M1823072687,es_transportation,31.05,0
81,C948004275,2,M,M348934600,es_transportation,66.45,0
80,C849342403,3,F,M348934600,es_transportation,41.88,0
77,C1222389110,3,M,M348934600,es_transportation,0.23,0
156,C936853935,3,M,M1823072687,es_transportation,16.11,0
